,Unnamed: 0,qt_title,qt_content,ans_content
773,773,이번에 대학교 졸업작품을 만드는데,"이번에 대학교 졸업작품을 만드는데 아두이노를 이용한 열 감지 센서를 이용해서 스피커로 대피 명령을 하는 것을 코딩하려 합니다 근데 코딩을 정말 초짜라 어찌할지 감이 잡히지 않는데 혹시 저 열 감지 센서를 이용하여 스피커에 출력하는 코딩을 좀 알려주실 분 계시나요!!
내공100","http://pf.kakao.com/_xhBWrs졸업작품 제작 가능합니다 연락주세요 파트너스 활동으로 인한 수수료를 지급받을 수 있습니다.작품제작관련 아래 사이트 방문해 보세요..정보 많습니다.https://blog.naver.com/rokmc4099rokmc4099님의 블로그 : 네이버 블로그졸업작품, 캡스톤디자인, 주문제작, 아이디어 제품, 제작 합니다.blog.naver.comhttps://cafe.naver.com/asdeveloper"
774,774,이번에 대학교 졸업작품을 만드는데,"이번에 대학교 졸업작품을 만드는데 아두이노를 이용한 열 감지 센서를 이용해서 스피커로 대피 명령을 하는 것을 코딩하려 합니다 근데 코딩을 정말 초짜라 어찌할지 감이 잡히지 않는데 혹시 저 열 감지 센서를 이용하여 스피커에 출력하는 코딩을 좀 알려주실 분 계시나요!!
내공100","http://pf.kakao.com/_xhBWrs졸업작품 제작 가능합니다 연락주세요 파트너스 활동으로 인한 수수료를 지급받을 수 있습니다.작품제작관련 아래 사이트 방문해 보세요..정보 많습니다.https://blog.naver.com/rokmc4099rokmc4099님의 블로그 : 네이버 블로그졸업작품, 캡스톤디자인, 주문제작, 아이디어 제품, 제작 합니다.blog.naver.comhttps://cafe.naver.com/asdeveloper"
775,775,브레드보드와 아두이노,브레드보드와 아두이노R3 모두 프로토타이핑 보드의 일종인가요? 프로토타이핑 보드라는게 아이디어를 테스트하기 위해 만든 보드? 라고 봐도 되나요?,프로토타입이라 하기에는 좀 그렇죠?그냥 테스트 보드로 보는게 맞지 않을 까요?테스트 보드로 테스트 하고 정식으로 회로 꾸며서 만들어야 프로토타입이죠
776,776,아두이노 자판기 만드는데 동전 투입기 질문,"아두이노를 기반으로 과자를 빼는 자판기를 만들려고 하는데 동전 투입으로 무게 인식이 되어 어느 정도의 
무게가 충족이 되면 그 물품에 해당하는 버튼을 눌러 모터가 돌아가면서 그 물품을 빼내는 형식으로 준비를 하고 있는데 시중에 파는 동전투입기를 사서 연결을 하면 무게까지도 인식을 할 수 있을까요?","시중의 동전 투입기는 동전 종류를 분리해서 해줄겁니다.두께, 지름, 떨어지는시간(무게를추론할듯 하네요)을 측정 한다네요.http://vctec.co.kr/product/%EB%8F%99%EC%A0%84%ED%88%AC%EC%9E%85%EA%B8%B0-%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%98%EB%B0%8D-%EA%B0%80%EB%8A%A53-coin-types-coin-acceptor-programmable-3-coin-types/1628/"
777,777,아두이노 메가나 쉴드 쓰면 서보모터 28개 쓸 수 있나요?,"서보모터 28개 + 안테나로 아두이노 나노랑 통신할 시리얼까지(D2, D3 필요) 전부 연곃해서 조작할 수 있을까요? 있다면 어떤 제품을 사야하는지 링크 부탁드립니다.","얼마든지 가능합니다 . 심지어 아두이노 메가를 사용할 필요도 없습니다 . 출력 Port가 부족한 경우는 보통 Shift Registor를 이용하면 얼마든지 확장이 가능합니다 .가령 74HC595같은 것을 사용하면 IC 1개당 8개로 확장이 가능합니다 . https://www.electronicshub.org/74hc595-shift-register-with-arduino/SPI로 제어하므로 3개의 핀으로 원하는 만큼 확장을 시킬수 있습니다 .제일 문제는 모든 서보모터가 원하는 동작을 하게끔 하려면 멀티태스킹개념을 갖고 코딩을 해야 합니다 .절대로 delay함수같은것을 사용하면 안됩니다. 시간지연이나 카운터는 모두 Timer interrupt를 통해 처리해야 합니다 .우선은 님이 갖고 있는 아두이노에 74HC595를 붙여서 Port를 확장해서 사용하는 것부터 배우고, 여러개의 Task를 지연없이 돌아갈수 있는 멀티태스킹에 대해 공부해보세요. 결론부터 말하면 코딩만 잘하면 얼마든지 가능합니다. 참고하세요.아두이노 공식 사이트의 안내중 서보모터 라이브러리에 다음과 같은 문구가 있습니다.This library can control a great number of servos. It makes careful use of timers: the library can control 12 servos using only 1 timer. On the Arduino Due you can control up to 60 servos.요약하자면 1개의 타이머를 통해 12개의 서보모터를 제어 가능하고,아두이노 듀에는 최대 60개까지 제어가 가능하다-라고 나와 있습니다.다른 IC들을 이용해 핀을 확장하는 것도 좋겠지만기본적으로 기능이 제공되어 직관적으로 이용할 수 있도록 하는게 좋지 않을까 싶네요.이런걸 만들때는 소프트웨어로 하드웨어의 성능을 극복하기도 하지만그냥 하드웨어로 기능을 구현하는게 제일 편합니다."
778,778,아두이노 메가나 쉴드 쓰면 서보모터 28개 쓸 수 있나요?,"서보모터 28개 + 안테나로 아두이노 나노랑 통신할 시리얼까지(D2, D3 필요) 전부 연곃해서 조작할 수 있을까요? 있다면 어떤 제품을 사야하는지 링크 부탁드립니다.","얼마든지 가능합니다 . 심지어 아두이노 메가를 사용할 필요도 없습니다 . 출력 Port가 부족한 경우는 보통 Shift Registor를 이용하면 얼마든지 확장이 가능합니다 .가령 74HC595같은 것을 사용하면 IC 1개당 8개로 확장이 가능합니다 . https://www.electronicshub.org/74hc595-shift-register-with-arduino/SPI로 제어하므로 3개의 핀으로 원하는 만큼 확장을 시킬수 있습니다 .제일 문제는 모든 서보모터가 원하는 동작을 하게끔 하려면 멀티태스킹개념을 갖고 코딩을 해야 합니다 .절대로 delay함수같은것을 사용하면 안됩니다. 시간지연이나 카운터는 모두 Timer interrupt를 통해 처리해야 합니다 .우선은 님이 갖고 있는 아두이노에 74HC595를 붙여서 Port를 확장해서 사용하는 것부터 배우고, 여러개의 Task를 지연없이 돌아갈수 있는 멀티태스킹에 대해 공부해보세요. 결론부터 말하면 코딩만 잘하면 얼마든지 가능합니다. 참고하세요.아두이노 공식 사이트의 안내중 서보모터 라이브러리에 다음과 같은 문구가 있습니다.This library can control a great number of servos. It makes careful use of timers: the library can control 12 servos using only 1 timer. On the Arduino Due you can control up to 60 servos.요약하자면 1개의 타이머를 통해 12개의 서보모터를 제어 가능하고,아두이노 듀에는 최대 60개까지 제어가 가능하다-라고 나와 있습니다.다른 IC들을 이용해 핀을 확장하는 것도 좋겠지만기본적으로 기능이 제공되어 직관적으로 이용할 수 있도록 하는게 좋지 않을까 싶네요.이런걸 만들때는 소프트웨어로 하드웨어의 성능을 극복하기도 하지만그냥 하드웨어로 기능을 구현하는게 제일 편합니다."
779,779,아두이노 진공상태 구동,"아두이노를 진공상태에서 구동하려 합니다.
진공 환경에서 아두이노 우노 보드와 HC-06 블루투스 모듈, 아두이노 전원용 9V건전지, 릴레이, 리튬이온 혹은 리튬폴리머 배터리를 구동할 수 있을까요? 진공 챔버 내에서 구동할 예정입니다.","아두이노는 전해가 없는 나노를 사용하면 될테고요9V 배터리는 전류용량이 적어서 오래 사용하지 못합니다. 배터리를 교체하기 위해서 챔버를 연다면 진공을 다시 해야하는 번거로움이 발생합니다.금속케이스인 리튬이온을 사용하고, 리튬이온 배터리로 아두이노를 구동하든지, 전압이 높다면 강압컨버터를 사용하세요전원을 별도로 돌리고 싶다면 리튬이온배터리 11.1V 혹은 AA에너자이저+6홀더로 9V를 만들어서 9V사각전지를 대체하면 됩니다.특별히 문제가 될만한 것은 안보입니다.건전지, 전해 콘덴서,리튬 배터리 이런것은 내부에 가스나 공기가 들어가 있기때문에 진공상태가 되면 부풀어 오르거나 심한 경우 터질수도 있습니다 . 콘덴서는 전해 콘덴서말고 MLCC와 같은 고체로 된것으로 교체하고, 리튬 폴리머도 폴리머 대신 리튬 이온을 사용하세요. 9V사각건전지의 경우 좀 애매하네요. 이것도 사각건전지보다는 차라리 리튬 이온+승압 컨버터를 이용해 9V를 만들어 사용하는 것이 좋을듯 하네요. 일단 전해 콘덴서들은 모두 세라믹(MLCC)로 교체하세요. 참고하세요."
780,780,아두이노 진공상태 구동,"아두이노를 진공상태에서 구동하려 합니다.
진공 환경에서 아두이노 우노 보드와 HC-06 블루투스 모듈, 아두이노 전원용 9V건전지, 릴레이, 리튬이온 혹은 리튬폴리머 배터리를 구동할 수 있을까요? 진공 챔버 내에서 구동할 예정입니다.","아두이노는 전해가 없는 나노를 사용하면 될테고요9V 배터리는 전류용량이 적어서 오래 사용하지 못합니다. 배터리를 교체하기 위해서 챔버를 연다면 진공을 다시 해야하는 번거로움이 발생합니다.금속케이스인 리튬이온을 사용하고, 리튬이온 배터리로 아두이노를 구동하든지, 전압이 높다면 강압컨버터를 사용하세요전원을 별도로 돌리고 싶다면 리튬이온배터리 11.1V 혹은 AA에너자이저+6홀더로 9V를 만들어서 9V사각전지를 대체하면 됩니다.특별히 문제가 될만한 것은 안보입니다.건전지, 전해 콘덴서,리튬 배터리 이런것은 내부에 가스나 공기가 들어가 있기때문에 진공상태가 되면 부풀어 오르거나 심한 경우 터질수도 있습니다 . 콘덴서는 전해 콘덴서말고 MLCC와 같은 고체로 된것으로 교체하고, 리튬 폴리머도 폴리머 대신 리튬 이온을 사용하세요. 9V사각건전지의 경우 좀 애매하네요. 이것도 사각건전지보다는 차라리 리튬 이온+승압 컨버터를 이용해 9V를 만들어 사용하는 것이 좋을듯 하네요. 일단 전해 콘덴서들은 모두 세라믹(MLCC)로 교체하세요. 참고하세요."
781,781,아두이노 멀티태스킹,"아두이노는 멀티태스킹이 안된다는데 왜그런가요?
각 소자에 개별 전원을 달아주면 서로 상호작용을 못하나요? 이유는 무엇인가요?","멀티태스킹은 CPU가 한가지가 아닌 여러가지 일을 동시에 하는 것을 말합니다 .전원과는 전혀 상관없습니다 . 그리고 멀티태스킹이 왜 안된다고 하는지 모르겠네요. 당연히 됩니다. 다만 그러기 위해서는 어느 하나의 Tasking에만 매달려 있으면 안됩니다. 따라서 가장 먼저 Main함수에서 절대로 delay()함수를 사용하면 안됩니다. delay함수에 들어가면 그것이 끝날때까지 아무것도 하지 못하고, 그자리에서 CPU는 시간을 보냅니다.따라서 delay함수가 존재하면 결국 멀티태스킹은 힘들어지죠. 멀티태스킹은 하나의 알고리즘입니다 . 님이 전체적으로 어떻게 코딩하느냐에 따라 멀티태스킹을 못할수도 있고, 버벅거릴수도 있습니다 . 어떤 Task를 처리하는데 시간을 지연하지 않고, 빨리 처리하고 빠져나오는 방법을 항상 생각해야 합니다 .그럼 얼마든지 멀티태스킹도 가능합니다 .참고하세요."
782,782,아두이노에 업로드된 프로그램,"안녕하세요?
1)아두이노에 업로드된 프로그램을 추출해서 
  다른아두이노에 업로드하는 방법 부탁합니다.
2)업로드 프로그래머에 저장하여 간단히 
  업로드하는 장비도 있으면 소개 부탁합니다.","대개의 아두이노가 AVR기반인건 아실겁니다.일단 AVR기반의 아두이노들은 AVR기반인만큼 AVR에서 쓰는 ISP장치를 통해 프로그램의 업로드가 가능합니다.그런데 이 ISP장치들은 업로드 말고 다운로드도 가능한데요,- 자체 락(lock)이 걸리지 않은 경우에만 다운로드 가능.- 코드가 아닌 hex파일로 다운로드되며, 이를 코드화하는 디컴파일은 불가능->락이 걸려있는 경우 무의미한 데이터 덩어리가 형성되며 아무런 작동도 하지 않음이런 조건이 있습니다.(다만 아두이노에는 락이 활성화되지 않은 상태인것 같더군요.)이렇게 다운로드한 hex파일을다른 아두이노에 ISP를 통해 이식하면 동일한 작동을 하게 됩니다.*ISP장치는 USB타입으로 많이 판매되고 있습니다. 요즘은 가격도 저렴하게 형성되어 있구요.ISP를 이용한 다운로드, 이식은 ATmel Studio(구 AVR Studio, 현 Microchip Studio)를 이용하시면 됩니다.(구버전도 다 공식 사이트에서 구할 수 있습니다.)"
783,783,자동차 ODB2단자 통신을 통해 아두이노나 라즈베리파이에서 방향지시등 작동여부를 불러올 수 있을까요?,"안녕하세요. 공모전 참가를 위해 자동차 관련된 주제로 제작을 하고있는데, 자동차 ODB2단자 통신을 통해 아두이노나 라즈베리파이에서 방향지시등 작동여부를 불러올 수 있을까요? ","1.모든 자동차에서 모든 센서나 동작을 ODB2로 제공해주는 것은 아닙니다 . 아주 중요하고, 소비자가 쉽게 접근할수 없는 부분에 대한 센싱만 출력해줍니다. 방향 지시등에 대한 신호가 나올지는 알수 없습니다 2.CAN통신에 대해서는 충분히 잘 알고 계시나요.  자동차는 모두 CAN통신으로 data를 주고 받습니다.  아두이노와 라즈베리파이에는 CAN통신용 하드웨어가 없기때문에 중간에 이것을 UART나 I2C같은 포멧으로 변환을 해주는 장치가 들어가야 합니다. 3. 관련 소스코드를 인터넷으로 얻을수 있을지 몰라도 얻지 못하면 모든 소스를 님이 코딩해야 합니다 . 자동차 통신 포멧을 하나하나 공부해가면서 해야 합니다 .쉽지 않습니다 . 님이 자동차 관련 업체에 들어가서 회사 업무로 한다면 모를까. 아무튼 CAN통신에 대해 충분히 알고 있고, 이미 많이 해봤다면 시도해 보세요. 하지만 CAN통신에 대해 전혀 모든다면 힘들것입니다 .참고하세요.신호만 잡히면 가능할 것으로 보입니다. 단자는 차량내 모든 제어신호를 통제하는 일종의 브릿지 역할임으로흐르는 전류만 측정하여 아두이노에 HIGH 신호로 공급하면 가능할 것 같습니다."
784,784,자동차 ODB2단자 통신을 통해 아두이노나 라즈베리파이에서 방향지시등 작동여부를 불러올 수 있을까요?,"안녕하세요. 공모전 참가를 위해 자동차 관련된 주제로 제작을 하고있는데, 자동차 ODB2단자 통신을 통해 아두이노나 라즈베리파이에서 방향지시등 작동여부를 불러올 수 있을까요? ","1.모든 자동차에서 모든 센서나 동작을 ODB2로 제공해주는 것은 아닙니다 . 아주 중요하고, 소비자가 쉽게 접근할수 없는 부분에 대한 센싱만 출력해줍니다. 방향 지시등에 대한 신호가 나올지는 알수 없습니다 2.CAN통신에 대해서는 충분히 잘 알고 계시나요.  자동차는 모두 CAN통신으로 data를 주고 받습니다.  아두이노와 라즈베리파이에는 CAN통신용 하드웨어가 없기때문에 중간에 이것을 UART나 I2C같은 포멧으로 변환을 해주는 장치가 들어가야 합니다. 3. 관련 소스코드를 인터넷으로 얻을수 있을지 몰라도 얻지 못하면 모든 소스를 님이 코딩해야 합니다 . 자동차 통신 포멧을 하나하나 공부해가면서 해야 합니다 .쉽지 않습니다 . 님이 자동차 관련 업체에 들어가서 회사 업무로 한다면 모를까. 아무튼 CAN통신에 대해 충분히 알고 있고, 이미 많이 해봤다면 시도해 보세요. 하지만 CAN통신에 대해 전혀 모든다면 힘들것입니다 .참고하세요.신호만 잡히면 가능할 것으로 보입니다. 단자는 차량내 모든 제어신호를 통제하는 일종의 브릿지 역할임으로흐르는 전류만 측정하여 아두이노에 HIGH 신호로 공급하면 가능할 것 같습니다."
785,785,아두이노 비상정비 버튼 넣기,"안녕하세요.

아래 사진 버튼이 총 3개중에 빨간색으로 칠한 부분을 비상정지 버튼을 넣어서
Loop 시작으로 돌리고 싶습니다.

제 실력이 부족해서 제대로 구성을 못하였지만 고수님들 보시고 수정 부탁드립니다.

https://www.tinkercad.com/things/hTelUJHuex7-powerful-blorr-bruticus/editel?sharecode=nuyXbsFz8HH_RXeVM8V1oR3-BdAbwLtD32y3mF0w_Lc","회로상으로 2가지 문제점이 있습니다.하나는 13번핀을 입력으로 쓰신 것입니다.아두이노에서는 13번핀에 내장 LED가 연결되어있어이 13번핀을 입력으로 쓰시면 안됩니다.(출력으로만 쓰셔야 합니다.)다른 하나는 비상정지 버튼을 잘못 설치한건데요,현재 설치해둔 형태로는 항상 버튼이 눌린 상태가 됩니다.위 사진과 같이 핀이 전원측에 연결되면서 항상 버튼이 눌린 것처럼 처리되죠.한칸 왼쪽으로 옮기셔야 저 접촉이 없어져서 정상작동합니다.때문에 풀다운 저항을 썼음에도 항상 HIGH가 입력되고 있는것이죠."
786,786,아두이노가 상호명인가요?,,네 맞습니다
787,787,엔트리 말(?) 하는거,사진처럼 클릭하면 말하게 하고 싶은데 장면 따로따로 하면 너무 많아지는데 한 장면에 여러말을 넣을 순 없나요?,"안녕하세요. 런코딩의 ""코딩맨"" 선생님입니다.말하기를 한장면에서 여러개 넣고 싶을 때는 기다리기를 사용하면 됩니다.여러 말을 기다리기를 이용해서 계속 나열 할 수 있습니다.도움이 되길 바래요 ^^즐거운 코딩 하세요~"
788,788,아두이노 센서를 여러개 연결해야 하는데 핀이 겹칩니다,"아두이노 초보입니다. 설명이 부족할수도 있습니다..
제가 아두이노 우노 하나를 사용해서 센서를 여러개 연결할려고 합니다.
MAX30102 산소포화도 센서
MLX90614 온도센서
L3G4200D 3축 자이로 센서 이렇게 3개인데
문제는 나중에 확인해보니 세가지 센서 모두 A4, A5에 핀을 연결해야 한다고 되어있더라고요.
분명 같이 연결하면 값이 이상해질 것 같은데
혹시 다른 핀에 연결해도 상관 없는 건가요?","https://kocoafab.cc/tutorial/view/452근거리 3개 연결은 문제가 없을겁니다.만약, 통신에 장애가 발생한다면1. 케이블 길이를 짧게 한다.2. 통신속도를 낮춘다.3. 풀업저항을 변경 해 본다.이 정도면 해소 될겁니다.같은 모듈인 경우 슬레이브 어드레스가 동일해서 2개이상 연결하지 못하지만다른 모듈인 경우 슬레이브 어드레스가 달라서 여러개 연결이 가능합니다.이런 용도로 만든 것이 I2C 인터페이스입니다.단, 장거리 인터페이스 목적으로 만든 통신이 아니므로 케이블 길이가 길어지지 못하며, 풀업저항 및 통신속도 영향을 받습니다."
789,789,엔트리 질문,엔트리에서 소리 어떻게 넣나요?,"안녕하세요. 런코딩의 ""코딩맨"" 선생님입니다.오브젝트에 소리 탭을 선택해주면 됩니다.내가 만든 소리를 넣고 싶다면 해당 메뉴에서 파일올리기를 이용해보세요 ^^도움이 되길 바랄께요 ^^즐거운 코딩하세요~~~오브젝트 -> 소리 -> 추가하기"
790,790,서로 다른 전압에 대한 접지,"회로를 구성하다보니, 접지를 통일해야할 필요성이
생겼습니다.

11.1V배터리와 22.2V배터리 각각 2개의 전원을 사용합니다.
하지만, 각각의 접지를 사용하는 것이 아닌,
각 배터리의 접지를 한 곳으로 묶으려고 합니다.

그냥 같은 접지끼리 묶어도 되는건지,
따로 추가적인 조치가 필요한지 알고싶습니다.",다른 전압이라도 1라인의 접지를 사용할 수 있습니다.접지의 가장 큰 목적은 인체의 감전 방지이기 때문에 접지저항을 더 중요하게 생각합니다.
791,791,아두이노 가변저항기 LED2개 질문입니다,"가변저항기 LED2개를 이용하여 가변저항 값에 따라서 LED1과 LED2가 반대로 밝기가 연동되게 만들려고 합니다. 최대 디지털 출력값은 255 최소는 0으로하여 LED1 출력값을 시리얼 모니터에 출력하려고 하는데 코드를 어떻게 짜야 할까요?
코드는 이렇게는 만들어 봤습니다
int ledpin = 5;
int ledpin2 = 6;
int potpin = A0;
int val=0;




void setup() {


  Serial.begin(9600);


}


void loop() { 


  val = analogRead(potpin);




  analogWrite(ledpin,map(val,0,1023,0,255));


  analogWrite(ledpin2,map(val,0,1023,255,0));
 
  
  Serial.println(val);
}",코드 잘 짜셨습니다.굳이 하나 더 추가하자면 마지막에 delay()를 적당히 넣어주시면 좋을거 같네요.그냥 사람이 본다는 기준으로 0.1초 정도 넣어도 아무 문제 없습니다.(오히려 시리얼 통신이 너무 많이 나오는게 보기 좋지 않죠.)
792,792,아두이노 가변저항기와 LED1개를 이용한 밝기 조절 질문입니다.,"LED 1개와 가변 저항기를 사용하여 가변 저항 값이 작을 수록 LED가 가장 밝아졌다가(최대 디지털 출력 값 ‘255’), 가변 저항 값이 커질 수록 LED가 점점 어두워 지다가 OFF(출력 값 ‘0’) 되게하려고 합니다.
코드는



#define POTEN_PIN A0
#define LED_PIN 3


void setup() {
  pinMode(LED_PIN, OUTPUT);
  Serial. begin(9600);
}


void loop() {
  int POTEN_PIN= map(analogRead(A0), 0, 1023, 255, 0);








analogWrite(LED_PIN, POTEN_PIN);
Serial.println(POTEN_PIN);
delay(1000);
}

위와 같이 짰고 시계방향으로 끝까지 돌린뒤 출력값은 0 이나오나 LED는 켜져있고 반대상황으로 가면 출력값은 255가 나오나 LED가 꺼집니다. 앞서말한 문제를 해결하기 위해서 코드를 어떻게 고쳐야하나요?",val=255-val;보수를 만드는 것은 간단합니다.//if(last_val!=val){ last_val=val; Serial.println(val); }last_val 변수를 추가해서 값이 변경 될 때만 시리얼모니터에 출력하도록 수정했습니다.추가문의는 https://cafe.naver.com/circuitsmanual
793,793,코딩 상황 질문 !,"아두이노 거리 센서를 이용하여 주차장에 차가 들어왔을 때 주차지점 바닥면부터 고점까지의 거리가 변하는 것을 이용해서 특정 위치에 차가 주차되있는지 여부를 알 수 있는 프로그래밍을 하고싶습니다 
이때 개략적인 코딩구조나 사용되는 함수가 궁금합니다 ..!

또한 여러곳에 센서를 배치하고 각 센서에서 나온 정보를 한 화면에 표시할 수 있게 하는 언어와 UX엔 무엇이 있을까요 ?","아두이노에서 거리를 측정할 때에는 주로 초음파 센서를 사용하게 됩니다.차와 천장 사이의 거리를 미리 측정해 보신 뒤,만약 천장과 바닥면(차의 천장 또는 주차장의 바닥)사이의 거리가 측정값 보다 작다면 주차가 되어있는 것이라고 표시하면 되겠지요.저는 아두이노 센서값을 받아오고 이를 외부에서 볼 수 있도록 할 때 라즈베리파이를 주로 사용합니다.(만약 라즈베리파이에 직접 사용할 수 있는  센서가 있다면 아두이노를 생략하셔도 됩니다)센서를 받아오고 사용자에게 보여주는 부분에서는 파이썬을 주로 사용하고 있습니다.tkinter, pyqt5 등을 통해 디스플레이를 연결해  값을 보도록 할 수도 있고, 인터넷이 연결되어 있다면 flask를 통해 웹페이지를 만들어 스마트폰으로 센서값을 확인 할 수 있습니다. "
794,794,"아두이노, 수위센서로 워터펌프 작동하려합니다 내공 100","펌프가 물에 있을때는 작동, 물이 없을땐 작동되지 않도록 코딩식과 아두이노 수위센서 빵판 등 필요한 제품들을 알 수 있을까요???
위의 사진은 펌프와 배터리 스펙입니다.","물이 부족할때만 작동하지 않는 방식이라면 이런 스위치를 쓰면 됩니다.흔히 가습기에서 많이 쓰이는 제품인데 설치해둔 위치를 기준으로 수위에 따라 내부의 스위치가 붙고 떨어지는 원리입니다.즉, 일반적인 버튼 입력과 같이 이용할 수 있는 스위치입니다.물펌프는 그렇게 용량이 큰 펌프가 아니네요.용량이 큰 펌프면 MOSFET을 써야 하겠지만용량이 크지 않으니 방열판을 이용한 NPN트랜지스터를 쓰면 적당하겠습니다.KDS880-Y에 방열판을 붙여서 쓰면 적당하겠네요.위 회로도와 같이 연결해주면 되며,모터(모터펌프) Off시 발생하는 '역기전력'을 해소해주기 위해 fast recovery diode를 위 회로도와 같이 모터와 함께 병렬로 연결을 해줘야 합니다.(위 회로도에서 쓰이는 1N4004면 적당합니다.)(우측의 회로도는 대량의 전류를 이용할때, 혹은 달링턴 트랜지스터를 적용한 회로인데 이 경우에는 필요 없죠.)사용하는 저항은 회로도에서는 5k인데 원래는 적정 용량을 계산해서 써야 합니다.하지만 100mA정도의 저용량 펌프를 제어하는데다아두이노에서 5V를 출력할 경우 1mA정도의 B-E전류가 흐르기 때문에일반적인 스위칭 다이오드의 증폭률을 생각하면 100mA를 충분히 감당하죠.때문에 2~5k옴 정도의 저항을 쓰면 적당할 것이라 보입니다.아두이노 구동에 쓰이는 배터리로 아두이노의 Vin에 연결하면레귤레이터를 통해 5V로 변환되는건 아시죠?그러니까 아마 저 배터리 하나로 모터펌프와 아두이노까지 같이 구동 가능할 것입니다.그러니까 수위센서(플로트 스위치), KDS880-Y트랜지스터, 트랜지스터 방열판(TO-220에 적합한 방열판이 많이 있습니다.), 트랜지스터 방열판 설치용 볼트+너트(3mm규격), 저항(2~5k옴), 1N4004 다이오드.빵판이랑 커넥터선(점퍼선)은 옵션이구요.수위센서에 풀업/풀다운 저항을 써야 하지만 아두이노의 내부풀업저항을 써서 이건 안써도 되겠군요."
795,795,"12v워터펌프, 12v배터리를 아두이노,수위센서 이용해 작동하려 합니다. 내공 100","펌프가 물에 있을때는 작동, 물이 없을땐 작동되지 않도록 코딩식과 아두이노 수위센서 빵판 등 필요한 제품들을 알 수 있을까요???
위의 사진은 펌프와 배터리 스펙입니다.","아두이노 - 메인보드빵판 - 연결수위센서 - 물 감지펌프,12v 전지 12v가 가능한 릴레이 - 펌프와 12v 전지의 연결을 끊었다 연결했다 해주는 도구연결선들만 있으면 될 듯 합니다"
796,796,아두이노 컴파일 오류,"C:\Users\admin\Desktop\문서\RC카\[3] 예제코드\8_RC_CAR_IR\8_RC_CAR_IR.ino: In function 'void loop()':
C:\Users\admin\Desktop\문서\RC카\[3] 예제코드\8_RC_CAR_IR\8_RC_CAR_IR.ino:89:30: warning: 'bool IRrecv::decode(decode_results*)' is deprecated: Please use IrReceiver.decode() without a parameter and IrReceiver.decodedIRData.<fieldname> . [-Wdeprecated-declarations]
In file included from C:\Users\admin\Documents\Arduino\libraries\IRremote\src/IRremote.hpp:303:0,
                 from C:\Users\admin\Documents\Arduino\libraries\IRremote\src/IRremote.h:10,
                 from C:\Users\admin\Desktop\문서\RC카\[3] 예제코드\8_RC_CAR_IR\8_RC_CAR_IR.ino:56:
C:\Users\admin\Documents\Arduino\libraries\IRremote\src/IRReceive.hpp:1610:6: note: declared here
 bool IRrecv::decode(decode_results *aResults) {
      ^~~~~~

컴파일 하면 이렇게 오류가 나는데 해결하는 방법 있을까요? 
코드는 키트 사면 주는 코드 쓴거라 틀릴리가 없는데 오류가 나는 이유가 뭔가요..",경고가 있네요.bool IRrecv::decode(decode_results*)은 버전이 올라오면서 폐기처분되었고 대신에 파라미터가 없는IrReceiver.decode() 을 사용하고 IrReceiver.decodedIRData.<fieldname> . [-Wdeprecated-declarations] 이 옵션으로 실행을 하라는 말인 것 같습니다.
